HOSP_ID,HOSPITAL_NAME,FIRM_TYPE,HOSPITAL_TYPE,ADDRESS,ADDRESS1,CITY,STATE,ZIP_CODE,PHONE,COUNTY,WEBSITE,HOSPITAL_OWNERSHIP,STATUS,NUMBER_BEDS,EST_READMISSION_PENALTY_FY2015,READMISSION_RATE_PENALTY_FY_2014,EST_READMISSION_PENALTY_FY2014,READMISSION_RATE_PENALTY_FY_2013,DATE_FISCAL_YEAR_END,TOT_PATIENT_REVENUE,INPATIENT_REVENUE,OUTPATIENT_REVENUE,PATIENT_DISCOUNTS,NET_PATIENT_REVENUE,NET_MEDICARE_REVENUE,NET_MEDICAID_REVENUE,PCT_PATIENT_DISCOUNTS,TOT_SALARIES,TOTAL_CONTRACT_LABOR,LABOR_COMP_RATIO,NET_INCOME,NUMBER_EMPLOYEES,NUMBER_AFFILIATED_PHYSICIANS,AVERAGE_LENGTH_OF_STAY,BED_UTILIZATION,AVG_DAILY_CENSUS,TOTAL_DAYS,INPATIENT_PART_C_DAYS,BIRTHS,TOTAL_ER_VISITS,PCT_MEDICARE_ER_ADMITTED,OUTPATIENT_SURGERIES,INPATIENT_SURGERIES,TOT_SURGERIES,LATITUDE,LONGITUDE
16916,Georgetown Hospital System,Health System,Health System,P.o. Box 421718,,Georgetown,SC,29442,843.527.7000,SC - Georgetown,www.georgetownhospitalsystem.org/,Voluntary Nonprofit - Other,Active,255,635599.508,,256798.3724,,,852306858,347086970,505219888,595654344,256652514,62021373,39384560,0.6988,81552721,1817506,0.43184343,33631211,1280,210,4.342420213,0.465560032,,45717,,900,60677.33865,,13435,4039,15536,33.4037,-79.2264
16917,McLeod Health,Health System,Health System,555 East Cheves Street,,Florence,SC,29506,843.777.2000,SC - Florence,www.mcleodhealth.org/home/index.cfm,Voluntary Nonprofit - Other,Active,757,202559.8217,,220090.9873,,,2860305578,1623716406,1236589172,2156154965,704150613,177610072,112705550,0.7538,238084156,324500,0.398314759,146047414,3809,442,5.04565715,0.588637458,,167536,,2775,144311.7704,,15867,8871,24349,34.1958,-79.7596
16918,St Vincents Health System,Health System,Health System,810 St. Vincent's Drive,,Birmingham,AL,35205,205.939.7000,AL - Jefferson,www.stvhs.com/,Voluntary Nonprofit - Church,Active,820,1085057.305,,192676.454,,,2862468089,1296814333,1565653756,2277187975,585280113.8,131171665.9,24344564.89,0.7955,180694702,2000710,0.312336522,20591701.07,3310,621,5.341421797,0.646667957,,203167.2453,,3952,135784.5302,,25577,39481,37968,33.5091,-86.7894
16919,St Marys Health System,Health System,Health System,3700 Washington Avenue,,Evansville,IN,47750,812.485.4000,IN - Vanderburgh,www.stmarys.org/,Voluntary Nonprofit - Church,Active,430,627728.4234,,43457.41352,,,1348288103,655903929,692384174,884307538,463980565,79567136,38425649,0.6558,106791878,22362244,0.338491141,102237142,1917,303,4.722143592,0.449315068,,73401,,1738,70881.70666,,15633,4672,20289,37.9623,-87.5055
16920,St Vincent Health,Health System,Health System,10330 N Meridian Street,,Indianapolis,IN,46290,317.338.7000,IN - Hamilton,www.stvincent.org/,Voluntary Nonprofit - Church,Active,1669,369652.0045,,110088.2752,,,5498395905,2911064565,2587331340,3508511574,1989884331,358080820.9,111497647.7,0.638,530203292.4,2241152,0.335561086,549412703.4,9163,1153,5.398850108,0.491938495,,315446.5763,,7307,254491.7035,,42289,18542,61071,39.9123,-86.1806
16921,Columbia St Marys Health System,Health System,Health System,2301 N. Lake Dr,,Milwaukee,WI,53211,414.291.1000,WI - Milwaukee,www.columbia-stmarys.org/columbia_st_marys,Voluntary Nonprofit - Other,Active,507,149602.9487,,0,,,1824517938,653595070,1170922868,1161668365,662849573,97729356,20138668,0.6366,224935886,1282511,0.375647664,7131878,2437,480,4.2153504,0.451449072,,89083,,3076,68415.18336,,15893,5086,20553,43.06,-87.8806
16922,Columbia St Marys Womens Hospital,Hospital,Short Term Acute Care Hospital,2323 N. Lake Dr.,,Milwaukee,WI,53211,414.291.1000,WI - Milwaukee,www.columbia-stmarys.org/columbia_st_marys,Voluntary Nonprofit - Other,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0604,-87.8802
16923,Borgess Health,Health System,Health System,1521 Gull Rd,,Kalamazoo,MI,49048,269.226.7000,MI - Kalamazoo,www.borgess.com/,Voluntary Nonprofit - Church,Active,354,99836.2105,,7687.839548,,,1624232818,863103178,761129640,1195376316,428856502,130625570,27317090,0.7359,111152179,3526145,0.284015864,59933922,2237,381,4.321095101,0.554376596,,74971,,1452,79445.61783,,10655,5852,15445,42.3044,-85.5622
16924,St Vincents Healthcare,Health System,Health System,1 Shircliff Way,,Jacksonville,FL,32204,904.308.7300,FL - Duval,www.jaxhealth.com/,Voluntary Nonprofit - Church,Active,860,1703548.964,,489044.1579,,,3167685503,1757918847,1409766656,2529845928,637839575,183105516,28252978,0.7986,182532346,3749184,0.334454211,61574175,3718,726,4.413867929,0.550195779,,179000,,2864,115040.0885,,8983,12169,21152,30.2739,-81.7795
16925,St Vincents Medical Center Clay County,Hospital,Short Term Acute Care Hospital,1670 St. Vincent's Way,,Middleburg,FL,32068,904.602.1000,FL - Clay,www.jaxhealth.com/locations/hospitals-profile/?id=67&searchid=f8b7f3bb-d1e3-e011-8a40-e0cb4ef9b7ad&sort=11&page=1&pagesize=10,Voluntary Nonprofit - Church,Active,64,,,,,30-Jun,219492261,102995596,116496665,177668540,41823721,9464891,237751,0.8094,15074362,839060,0.39244282,2813122,200,46,3.623870365,0.497816781,31.86027397,11629,,,,,,,,30.07,-81.888
16926,St John Providence Health System,Health System,Health System,28000 Dequindre,,Warren,MI,48092,586.753.0500,MI - Macomb,www.stjohnprovidence.org/default.aspx,Voluntary Nonprofit - Other,Active,2017,4338414.667,,2197675.555,,,5130612578,2689366298,2441246280,3251245254,1879367324,558034694,206619236,0.6336,709935892,1596284,0.398831219,167840334,10595,1797,4.776147197,0.601745605,,451408,,8368,377343.7999,,42063,21483,62039,42.4992,-83.0854
16927,Providence Park Hospital,Hospital,Short Term Acute Care Hospital,47601 Grand River Av,,Novi,MI,48374,248.465.4100,MI - Oakland,www.stjohnprovidence.org/providencepark/,Voluntary Nonprofit - Other,Active,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4902,-83.5178
16928,Genesys Health System,Health System,Health System,One Genesys Parkway,,Grand Blanc,MI,48439,810.606.5000,MI - Genesee,www.genesys.org/grmcweb.nsf/0/f69fd9852f9d03e5852571a400507a3a,Voluntary Nonprofit - Church,Active,348,98535.22742,,35503.38335,,,1126605938,645888934,480717004,723531808,403074130,137946604,28440873,0.6422,180512349,1653037,0.50312611,16424400,2192,362,4.827283372,0.742591718,,98940,,2006,65778.78,,12944,5115,18059,42.8925,-83.6362
16929,St Marys Of Michigan,Health System,Health System,800 South Washington Avenue,,Saginaw,MI,48601,989.907.8000,MI - Saginaw,www.stmarysofmichigan.org/,Voluntary Nonprofit - Church,Active,236,156134.9404,,15679.41279,,,754418899,320749567,433669332,514796697,239622202,72681962,17015338,0.6823,96702652,1737913,0.461524392,21369682,1643,148,4.896948379,0.59862404,,51511,,,66125.52233,,2870,4276,6017,43.4259,-83.942
16930,Salinas Valley Memorial Healthcare System,Health System,Health System,450 East Romie Lane,,Salinas,CA,93901,831.757.4333,CA - Monterey,www.svmh.com/default.aspx,Governmental - Hospital District,Active,251,70339.05936,,0,,,954517513,644128416,310389097,627094163,327423350,90632448,33419854,0.6569,145973942,1232187,0.45278691,24557022,1659,175,4.661434532,0.479473885,,46922,,2040,51218.64238,,5663,3678,9341,36.6602,-121.648
16931,Princeton Healthcare System,Health System,Health System,253 Witherspoon Street,,Princeton,NJ,8540,609.497.4000,NJ - Mercer,www.princetonhcs.org/,Voluntary Nonprofit - Other,Active,210,69195.22854,,69115.41968,,,1299965325,625482461,674482864,973630434,326334891,54170766,18755000,0.7489,136234239,5735146,0.540107497,-20130802,1795,420,4.773169525,0.696370023,,57889,,1898,43105.2,,2069,3135,4331,40.357,-74.6629
16932,Unity Health System,Health System,Health System,89 Genesee Street,,Rochester,NY,14611,585.723.7000,NY - Monroe,www.unityhealth.org/,Voluntary Nonprofit - Other,Active,276,60980.13641,,46994.43627,,,706821425,316452098,390369327,301794365,405027060,39514450,23516731,0.4269,199395504,,0.615758824,-1291340,3077,304,5.309461326,0.788780193,,76881,,1594,42862.39224,,8198,5938,11713,43.1483,-77.6363
16933,Arnot Health,Health System,Health System,600 Roe Avenue,,Elmira,NY,14905,607.737.4100,NY - Chemung,www.aomc.org/index.asp,Voluntary Nonprofit - Other,Active,306,275939.3637,,284528.2397,,,772041821,340326580,431715241,497201581,274840240,58687848,,0.644,177924062,122246,0.818678357,-47775167,2613,269,5.046128142,0.596226246,,69465,,1213,68271.76016,,2654,3410,5931,42.0993,-76.8269
16934,Rawson - Neal Psychiatric Hospital,Hospital,Psychiatric Hospital,1650 Community College Drive,,Las Vegas,NV,89146,702.486.4400,NV - Clark,www.spwb.state.nv.us/rawson-neal%20psychiatric%20hospital.htm,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.153,-115.227
16935,Seton Health (St Peters Health Services),Health System,Health System,1300 Massachusetts Avenue,,Troy,NY,12180,518.268.5000,NY - Rensselaer,www.setonhealth.org/,Voluntary Nonprofit - Other,Active,160,18929.35272,,16509.02124,,,405696591,114878075,290818516,305734485,99962106,15568951,10150451,0.7536,56726154,334235,0.666893423,3633204,979,99,5.694764862,0.439589041,,25672,,,36392.58,,2402,1117,2842,42.7429,-73.676
16936,St Marys Healthcare,Health System,Health System,427 Guy Park Ave,,Amsterdam,NY,12010,518.842.1900,NY - Montgomery,www.smha.org/,Voluntary Nonprofit - Other,Active,100,20484.29005,,0,,,379613359,125529865,254083494,242184684,137428675,21550788,24385399,0.6379,75912839,842499,0.665786205,10821522,1163,126,5.461821151,0.702,,26752,,490,32976.14817,,3623,1702,4139,42.9538,-74.2166
16937,Glenbrook Hospital,Hospital,Short Term Acute Care Hospital,2100 Pfingsten Rd.,,Glenview,IL,60026,847.657.5800,IL - Cook,www.northshore.org/locations/glenbrook-hospital/,Voluntary Nonprofit - Other,Active,153,,,,,,,,,,,,,,,,,,,,,,,,,0,34207,,,2540,,42.091,-87.8493
16938,Highland Park Hospital,Hospital,Short Term Acute Care Hospital,777 Park Avenue West,,Highland Park,IL,60035,847.432.8000,IL - Lake,www.northshore.org/locations/highland-park-hospital/,Voluntary Nonprofit - Other,Active,137,,,,,,,,,,,,,,,,,,,,,,,,,1179,25234,,,1576,,42.1888,-87.8035
16939,Mesquite Rehabilitation Institute,Hospital,Rehabilitation Hospital,1023 North Belt Line Road,,Mesquite,TX,75149,972.216.2400,TX - Dallas,www.mesquiterehab.ernesthealth.com/,Proprietary - Corporation,Active,20,,,,,31-Dec,13660114,13266997,393117,5965405,7694709,6576804,,0.4367,,,6.35E-02,1937412,57,,13.97488584,0.838493151,16.76986301,6121,283,,,,,3,3,32.7787,-96.5975
16940,New Braunfels Regional Rehabilitation Hospital,Hospital,Rehabilitation Hospital,2041 Sundance Parkway,,New Braunfels,TX,78130,830.625.6700,TX - Comal,www.ernesthealth.com,Proprietary - Corporation,Active,40,,,,,31-Dec,21864901,20998381,866520,8767630,13097271,10041913,,0.4009,,,5.53E-02,1321628,115,,14.83601757,0.694041096,27.76164384,10133,807,,,,,2,2,29.683,-98.1217
16941,Santa Clara Valley Health & Hospital System,Health System,Health System,751 South Bascom Avenue,,San Jose,CA,95128,408.885.5000,CA - Santa Clara,www.sccgov.org/portal/site/hhs/,Governmental - County,Active,436,37188.36438,,18106.96902,,,2620157568,1700788086,919369482,2270889934,349267634,84402834,362202643,0.8666,565470645,14657166,1.660983597,-30672816,5002,334,4.897451487,0.561593565,,96661,,4125,84036.78,,4871,7457,7564,37.3162,-121.932
16942,Shriners Childrens Hospital - Boston,Hospital,Childrens Hospital,51 Blossom St.,,Boston,MA,2114,617.722.3000,MA - Suffolk,www.shrinershospitalsforchildren.org/hospitals/locations/boston.aspx,Proprietary - Corporation,Active,30,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,676,,42.3626,-71.0673
16943,Shriners Childrens Hospital - Chicago,Hospital,Childrens Hospital,2211 North Oak Park Ave.,,Chicago,IL,60707,773.622.5400,IL - Cook,www.shrinershospitalsforchildren.org/hospitals/locations/chicago.aspx,Voluntary Nonprofit - Other,Active,60,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,0,0,,,622,,41.9206,-87.7951
16944,Shriners Childrens Hospital - Cincinnati,Hospital,Childrens Hospital,3229 Burnet Ave,,Cincinnati,OH,45229,800.875.8580,OH - Hamilton,www.shrinershospitalsforchildren.org/hospitals/locations/cincinnati.aspx,Proprietary - Partnership,Active,30,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,39.138,-84.5007
16945,Shriners Childrens Hospital - Erie (CLOSED May 2012),Hospital,Short Term Acute Care Hospital,1645 West 8th St,,Erie,PA,16505,814.875.8700,PA - Erie,www.shrinershospitalsforchildren.org/hospitals/locations/erie.aspx,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1142,-80.1195
16946,Shriners Childrens Hospital - Galveston,Hospital,Childrens Hospital,815 Market St,,Galveston,TX,77550,888.215.3109,TX - Galveston,www.shrinershospitalsforchildren.org/hospitals/locations/galveston.aspx,Voluntary Nonprofit - Other,Active,30,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,613,,29.3099,-94.7768
16947,Shriners Childrens Hospital - Greenville,Hospital,Childrens Hospital,950 West Faris Rd,,Greenville,SC,29605,864.271.3444,SC - Greenville,www.shrinershospitalsforchildren.org/hospitals/locations/greenville.aspx,Voluntary Nonprofit - Other,Active,50,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,292,,34.8173,-82.4185
16948,Shriners Childrens Hospital - Honolulu,Hospital,Childrens Hospital,1310 Punahou St,,Honolulu,HI,96826,808.941.4466,HI - Honolulu,www.shrinershospitalsforchildren.org/hospitals/locations/honolulu.aspx,Proprietary - Other,Active,24,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,248,,21.3029,-157.837
16949,Shriners Childrens Hospital - Houston,Hospital,Childrens Hospital,6977 Main St,,Houston,TX,77030,713.797.1616,TX - Harris,www.shrinershospitalsforchildren.org/hospitals/locations/houston.aspx,Voluntary Nonprofit - Other,Active,40,,,,,31-Dec,26296499,11700425,14596074,24021725,2274774,,538678,0.9134,,,1.902443495,-22001145,160,,3.123188406,5.89E-02,2.355191257,862,,,,,,276,,29.7055,-95.4057
16950,Shriners Childrens Hospital - Lexington,Hospital,Childrens Hospital,1900 Richmond Rd,,Lexington,KY,40502,859.266.2101,KY - Fayette,www.shrinershospitalsforchildren.org/hospitals/locations/lexington.aspx,,Active,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0227,-84.4702
16951,Shriners Childrens Hospital - Northern California,Hospital,Childrens Hospital,2425 Stockton Blvd,,Sacramento,CA,95817,916.453.2000,CA - Sacramento,www.shrinershospitalsforchildren.org/hospitals/locations/northerncalifornia.aspx,Proprietary - Other,Active,80,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,38.5531,-121.457
16952,Shriners Childrens Hospital - Philadelphia,Hospital,Childrens Hospital,3551 N. Broad St.,,Philadelphia,PA,19140,215.430.4000,PA - Philadelphia,www.shrinershospitalsforchildren.org/hospitals/locations/philadelphia.aspx,Voluntary Nonprofit - Other,Active,53,,,,,31-Dec,81123654,67517669,13605985,67646076,13477578,,29974,0.8338,,,0.477520887,-38978296,272,,5.665859564,0.241261986,12.78688525,4680,,,,,,833,,40.0069,-75.1518
16953,Shriners Childrens Hospital - Portland,Hospital,Childrens Hospital,3101 S.W. Sam Jackson Park Rd.,,Portland,OR,97239,503.241.5090,OR - Multnomah,www.shrinershospitalsforchildren.org/hospitals/locations/portland.aspx,Governmental - City-County,Active,29,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,541,,45.5024,-122.691
16954,Shriners Childrens Hospital - Salt Lake City,Hospital,Childrens Hospital,Fairfax Road at Virginia Street,,Salt Lake City,UT,84103,801.536.3500,UT - Salt Lake,www.shrinershospitalsforchildren.org/hospitals/locations/saltlakecity.aspx,Voluntary Nonprofit - Other,Active,45,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,40.7771,-111.852
16955,Shriners Childrens Hospital - Shreveport,Hospital,Childrens Hospital,3100 Samford Ave.,,Shreveport,LA,71103,318.222.5704,LA - Caddo,www.shrinershospitalsforchildren.org/hospitals/locations/shreveport.aspx,Voluntary Nonprofit - Other,Active,45,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,260,,32.4819,-93.7568
16956,Shriners Childrens Hospital - Spokane,Hospital,Childrens Hospital,911 W. 5th Ave.,,Spokane,WA,99204,509.455.7844,WA - Spokane,www.shrinershospitalsforchildren.org/hospitals/locations/spokane.aspx,Voluntary Nonprofit - Other,Active,30,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,47.6514,-117.425
16957,Shriners Childrens Hospital - Springfield,Hospital,Childrens Hospital,516 Carew St.,,Springfield,MA,1104,413.787.2000,MA - Hampden,www.shrinershospitalsforchildren.org/hospitals/locations/springfield.aspx,Proprietary - Corporation,Active,40,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,163,,42.1202,-72.5915
16958,Shriners Childrens Hospital - St Louis,Hospital,Childrens Hospital,2001 S.Lindbergh Blvd.,,St. Louis,MO,63131,314.432.3600,MO - Saint Louis,www.shrinershospitalsforchildren.org/hospitals/locations/stlouis.aspx,Voluntary Nonprofit - Other,Active,80,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,38.6276,-90.4059
16959,Shriners Childrens Hospital - Tampa,Hospital,Childrens Hospital,12502 Usf Pine Dr.,,Tampa,FL,33612,813.972.2250,FL - Hillsborough,www.shrinershospitalsforchildren.org/hospitals/locations/tampa.aspx,Voluntary Nonprofit - Other,Active,60,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,28.0569,-82.4256
16960,Shriners Childrens Hospital - Twin Cities,Hospital,Childrens Hospital,2025 East River Pkwy.,,Minneapolis,MN,55414,612.596.6100,MN - Hennepin,www.shrinershospitalsforchildren.org/hospitals/locations/twincities.aspx,Voluntary Nonprofit - Other,Active,40,,,,,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,44.9581,-93.2121
16961,Jeff Gordon Childrens Hospital,Hospital,Childrens Hospital,920 Church Street N,,Concord,NC,28025,704.403.3000,NC - Cabarrus,www.jeffgordonchildrenshospital.org/,Voluntary Nonprofit - Other,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.435,-80.6034
16962,Steven And Alexandra Cohen Childrens Medical Center Of New York,Hospital,Childrens Hospital,269-01 76th Avenue,,New Hyde Park,NY,11040,516.470.3000,NY - Nassau,www.northshorelij.com/ccmcny/home,Voluntary Nonprofit - Other,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7527,-73.7075
16963,Syosset Hospital,Hospital,Short Term Acute Care Hospital,221 Jericho Turnpike,,Syosset,NY,11791,516.496.6400,NY - Nassau,www.northshorelij.com/cs/satellite?c=eha_content_c&cid=1228242786544&pagename=nslij%2fcentral_template,Voluntary Nonprofit - Other,Active,103,,,,,,,,,,,,,,,,,,,,,,,,,,17636.82,,,1082,,40.8102,-73.5077
16964,Zucker Hillside Hospital,Hospital,Short Term Acute Care Hospital,75-59 263rd Street,,Glen Oaks,NY,11004,516.470.8100,NY - Queens,www.northshorelij.com/hospitals/location/zucker-hillside-hospital,Voluntary Nonprofit - Other,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7498,-73.7119
16965,St Alphonsus Health System,Health System,Health System,3325 Pocahontas Road,,Boise,ID,97814,541.523.6461,ID - Baker,www.saintalphonsus.org/,Voluntary Nonprofit - Church,Active,564,179918.0425,,1433.156719,,,1649559389,726624695,922934694,933301529,716257860,106027387,114863271,0.5657,255719689,4924365,0.370200969,67018685,4168,578,3.797879229,0.429202552,,93838,,3065,114618.9553,,15228,8860,23698,44.7961,-117.846
16966,Mount Carmel Health System,Health System,Health System,6001 East Broad Street,,Columbus,OH,43213,614.234.6000,OH - Franklin,www.mountcarmelhealth.com/,Voluntary Nonprofit - Church,Active,1044,485015.9529,,184109.8689,,,2697717249,1402396941,1295320308,1685312349,1012404900,177487907,74191517,0.6247,329291107,6947382,0.332118591,76553165,5594,867,4.318820383,0.583955751,,229338,,6298,198940.6715,,21590,18605,40581,39.9791,-82.8437
16967,Mount Carmel Health East,Hospital,Short Term Acute Care Hospital,6001 East Broad Street,,Columbus,OH,43213,614.234.6000,OH - Franklin,www.mountcarmelhealth.com/ohio-healthcare/mount-carmel-east.html,Voluntary Nonprofit - Church,Active,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9791,-82.8437
16968,Western Regional Medical Facility,Hospital,Short Term Acute Care Hospital,8602 Peach Street,,Lubbock,TX,79404,806.745.1021,TX - Lubbock,www.tdcj.state.tx.us/unit_directory/jm.html,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5196,-101.78
16969,Centra Lynchburg General Hospital,Hospital,Short Term Acute Care Hospital,1901 Tate Springs Road,,Lynchburg,VA,24501,434.200.3000,VA - Lynchburg City,www.lgh.centrahealth.com/,Voluntary Nonprofit - Other,Active,358,1122207.886,-7.00E-03,702165.2879,-5.40E-03,31-Dec,1062281355,624818556,437462799,530052221,532229134,135419530,42889671,0.4989,171778767,2325017,0.425675484,45490748,2897,455,4.53895828,0.645044133,279.3041096,106838,7661,2586,101555.28,0.408767825,13307,6207,19514,37.4201,-79.171
16970,Centra Virginia Baptist Hospital,Hospital,Short Term Acute Care Hospital,3300 Rivermont Ave,,Lynchburg,VA,24503,434.947.4000,VA - Lynchburg City,www.vbh.centrahealth.com/,Voluntary Nonprofit - Other,Active,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4564,-79.2564
16971,Loris Healthcare System,Health System,Health System,3655 Mitchell St,,Loris,SC,29569,843.716.7000,SC - Horry,www.mcleodhealth.org/mcleod-loris/about-mcleod-loris.html,Voluntary Nonprofit - Other,Active,155,131266.3286,,0,,,381528499,152875815,228652684,282473120,99055379,25223498,19253566,0.7403,36748747,292722,0.373947073,278196,585,99,3.439692755,0.275510384,,16569,,426,45700.08,,3105,1356,4072,34.0574,-78.8979
16972,Christus Dubuis Health System,Health System,Health System,919 Hidden Ridge,,Irving,TX,75038,469.282.2000,TX - Dallas,www.christusdubuis.org/,Voluntary Nonprofit - Church,Active,169,,,,,,131709964,131709964,,82284015,49425949,36396818,,0.6247,,,0.078475661,1972973,267,,26.20939876,0.614817217,,37925,,,,,,201,201,,
16973,Healthsouth East Valley Rehabilitation Hospital,Hospital,Rehabilitation Hospital,5652 E. Baseline Road,,Mesa,AZ,85206,480.567.0350,AZ - Maricopa,www.healthsoutheastvalley.com/,Proprietary - Corporation,Active,60,,,,,31-May,31884560,30294793,1589767,11479359,20405201,14802138,,0.36,8313473,16322,0.489947489,1651730,141,,14.09913043,0.740365297,44.42191781,16214,1513,,,,,2,2,33.3792,-111.715
16974,Healthsouth Rehabilitation Hospital Of Northern Virginia,Hospital,Rehabilitation Hospital,24430 Millstream Drive,,Aldie,VA,20105,703.957.2000,VA - Loudoun,www.healthsouthnorthernvirginia.com/,Proprietary - Corporation,Active,40,,,,,31-May,24044625,23994404,50221,3095744,20948881,16873669,,0.1287,8797587,,0.49583245,3630307,124,,11.52384868,0.959794521,38.39178082,14013,201,,,,,,,38.9391,-77.5526
16975,Healthsouth Rehabilitation Hospital Of Virginia,Hospital,Rehabilitation Hospital,5700 Fitzhugh Ave.,,Richmond,VA,23226,804.288.5700,VA - Henrico,www.healthsouthrichmond.com/,Proprietary - Corporation,Active,40,,,,,31-Dec,22503332,21566073,937259,8368272,14135060,9896082,,0.3718,6352595,,0.542903674,1212668,112,,16.21843972,0.783150685,31.3260274,11434,527,,,,,,,37.5861,-77.5058
16976,The Rehabilitation Institute Of St Louis,Hospital,Rehabilitation Hospital,4455 Duncan Avenue,,St. Louis,MO,63110,314.658.3800,MO - Saint Louis City,www.rehabinstitutestl.com/,Proprietary - Partnership,Active,96,,,,,31-May,62293361,50633542,11659819,25404658,36888703,17840974,,0.4078,17975524,264513,0.595921141,4188609,330,,14.41558442,0.823630137,79.06849315,28860,1712,,,,,1,1,38.6369,-90.2593
16977,University Of Minnesota - Amplatz Childrens Hospital,Hospital,Childrens Hospital,2450 Riverside Ave.,,Minneapolis,MN,55454,612.365.1000,MN - Hennepin,www.uofmchildrenshospital.org/,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9659,-93.237
16978,Childrens Of Alabama,Health System,Health System,1600 7th Avenue South,,Birmingham,AL,35233,205.939.9100,AL - Jefferson,www.childrensal.org,Voluntary Nonprofit - Other,Active,350,,,,,,1255728654,768153626,487575028,713471955,542256699,1868039,,0.5681,204417900,,0.376976256,103117981,3529,36,6.000662008,0.723705688,,81579,,,52284.18,,5120,5274,5164,33.5031,-86.8053
16979,Meritus Health,Health System,Health System,11116 Medical Campus Road,,Hagerstown,MD,21742,301.790.8000,MD - Washington,www.meritushealth.com/index.asp,Proprietary - Other,Active,257,0,,0,,,364612229,190295767,174316462,80814516,283797713,82279330,,0.2216,106321190,561951,0.376617344,18982865,1791,242,3.712977921,0.712446032,,68950,,2015,78694.02,,6881,4524,11405,39.6216,-77.6793
16980,Dubuis Health System,Health System,Health System,2707 N. Loop West,7th Floor,Houston,TX,77008,281.936.7343,TX - Harris,www.dubuis.org/landing_hs.cfm?id=98,Voluntary Nonprofit - Church,Active,183,,,,,,142514031.9,137073353.9,5440678,94097829.8,48416202.06,32243087,,0.6602,,,8.17E-02,-2897083.285,241,,25.47355912,0.555359064,,37123.4106,,,8.340762928,,,240,240,,
16981,Christus Dubuis Hospital Of Port Arthur,Hospital,Long Term Acute Care Hospital,3600 Gates Boulevard,3rd Floor,Port Arthur,TX,77642,409.989.5300,TX - Jefferson,www.christusdubuis.org/christusdubuishospitalofportarthur,Voluntary Nonprofit - Church,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9092,-93.9235
16982,Hopebridge Hospital (FKA: Westbury Community Hospital),Hospital,Short Term Acute Care Hospital,5556 Gasmer Drive,,Houston,TX,77035,713.422.2650,TX - Harris,www.westburyhospital.com/,Proprietary - Corporation,Active,92,0,0,0,0,31-Dec,37615763.42,17139732.94,20476030.48,21564062.37,16051701.05,6548190.817,,0.5732,9969971.962,,0.66543888,-3460990.61,151,12,5.548989114,0.362454287,33.34579439,12194.85446,,,,,,,,29.6511,-95.4814
16983,VA New England Healthcare System (VISN 1),Health System,Health System,200 Springs Road,Building 61,Bedford,MA,1730,781.687.4821,MA - Middlesex,www.newengland.va.gov/,Governmental - Federal,Active,5821,,,,,,,,,,,,,,,,,,,,,,,,,,33249.96,,,2517,,42.5022,-71.2724
16984,VA Health Care Upstate New York (VISN 2),Health System,Health System,113 Holland Avenue,Building 67,Albany,NY,12208,518.626.7327,NY - Albany,www.visn2.va.gov/,Governmental - Federal,Active,3993,,,,,,,,,,,,,,,,,,,,,,,,,,29895.18,,,1121,,42.6485,-73.7736
16985,VA NY/NJ Veterans Healthcare Network (VISN 3),Health System,Health System,130 West Kingsbridge Road,,Bronx,NY,10468,718.584.9000,NY - Bronx,www.nynj.va.gov/,Governmental - Federal,Active,7327,,,,,,,,,,,,,,,,,,,,,,,,,,72200.7,,,3610,,40.8694,-73.9029
